index,Texto,classification_spanish,Clasificacion,new_classification
20719,"Y así hay muchos municipios en el país. En Oaxaca la mayoría de los municipios no tiene policía, son jóvenes, topiles, que dan servicio, que vigilan, y no hay crímenes, no hay violencia, hay mucha paz, tranquilidad. Y sí, estamos tomando nosotros eso como ejemplo y fortaleciendo valores, atendiendo a los jóvenes, que es muy importante; muy importante también evitar la desintegración de las familias, que los jóvenes no se queden solos. Todo eso lo estamos haciendo.",competencia,,Opposition
8671,"Y no hay ninguna de esas reformas que se parezca a lo que hicieron cuando aprobaron la reforma fiscal para aumentar los impuestos, cuando aprobaron la privatización de la industria eléctrica y del petróleo, cuando aprobaron lo de las Afores, cuando aprobaron aumentar el IVA, cuando aprobaron aumentar las gasolinas, o sea, nada que ver.",competencia,,Opposition
13181,"Y a ese mismo publicista lo contrataron los del Partido Republicano cuando el finado McCaine, que fue creo que candidato contra Obama, y usaron la misma frase, ‘Obama, un peligro para Estados Unidos’, el mismo publicista, nada más que allá no funcionó; aquí tampoco, aunque aquí tuvo más penetración porque como tenían el control, como ahora, casi absoluto de los medios, imagínense el bombardeo de repetición: ‘López Obrador un peligro para México, un peligro para México, un peligro para México’, pues tampoco les sirvió porque tuvieron al final que robarse la elección.",competencia,,Opposition
21108,"Entonces, yo voy a apoyar al que gane la encuesta como miembro dirigente del movimiento de transformación, voy a apoyar y le voy a entregar el bastón de mando, no la banda presidencial, voy a entregar el bastón de mando para la conducción del movimiento de transformación y yo me quedo un año gobernando para seguir ayudando al pueblo, consolidar la transformación, terminar obras, esto que estamos comentando. Pero ya mañana quien resulte va a ser apoyado, en mi caso yo voy a apoyar al que den a conocer que ganó la encuesta.",competencia,,Opposition
8675," Sí, se los comenté, pero ahí fue cuando me aclararon, es que no se puede. ¡Ay!, no me hicieron cao.",competencia,,Opposition
19498,"Nada más que se olvidan que yo vengo de luchar en contra de poderosos, que vengo de luchar durante muchos años en contra de la prepotencia y de los corruptos, y que no voy a dar ni un paso atrás, pero menos ahora que ya me falta muy poco para cerrar mi ciclo. Si no me eché para atrás cuando luchaba a la intemperie, a campo abierto, y me faltaba muchísimo, pues ahora cómo me van a someter. No, no, no. Acepto el desafío.",competencia,,Opposition
10151,"‘Si México no tuviera que cargar con Guerrero, Oaxaca y Chiapas, sería un país de desarrollo medio y potencia emergente’.",competencia,,Opposition
18795,"Pues vamos a respetar esa decisión, aun cuando es facultad del Poder Ejecutivo federal la elaboración, la distribución de los libros de texto; es un mandato constitucional, pero vamos a detener la distribución de los libros de texto en Chihuahua.",competencia,,Opposition
19632,"Es que son abogadas, abogados. A ver, Arturo, explícalo. ¿O tú lo quieres explicar? Es interesante, ¿no?, porque todos aprendemos.",competencia,,Opposition
19265,"No es posible que se requiera resolver el problema sólo con medidas coercitivas, con violencia, con lo bélico, militarizando fronteras, con muros. Eso es arcaico, inhumano, eso sólo para mentes autoritarias y para quienes hacen negocio con la industria armamentista; pero eso no produce paz, ni justicia, ni tranquilidad.",competencia,,Opposition
15262,"Entonces, voy a pedirle a Zoé que nos informe sobre esta situación, y que Roberto Salcedo, de la Función Pública, también, para saber si tu denuncia tiene fundamento.",competencia,,Opposition
1797,"Nosotros sostenemos que el principal problema de México fue durante muchos años, siglos, la corrupción, y la Cuarta Transformación tiene como objetivo superior acabar con la corrupción, combatir la corrupción.",competencia,,Opposition
3938,"El candidato del Verde —porque esto es lo que debería de estar tomando en cuenta el presidente del INE, pero de esto no habla— el candidato del Verde 23 mil 256 votos. Y esto es para que allá en Chihuahua, en Sonora, en Quintana Roo, en Chiapas, en Oaxaca, donde nos están viendo, ah y nuestros paisanos también se informen. Obtuvo el 3.93, casi cuatro por ciento, así es, ¿verdad?, Muñoz Cano.",competencia,,Opposition
5356,"O sea, el pensamiento conservador es muy autoritario, muy violento. Son los partidarios del uso de la fuerza, de la eliminación de las personas, de la pena de muerte. Es una mentalidad que existe, eso es de lo que yo estoy seguro. Y, desde luego, muy inmoral, muy conservador, de dos caras.",competencia,,Opposition
11620,"Porque ya hasta el New York Times protege a Zerón, que es lo que siempre hemos dicho: no porque son periódicos famosos del mundo se constituyen en la Biblia o en al libro de la verdad.",competencia,,Opposition
6519,"Y, también, que ya dejen los Claudios X González y los dirigentes de los partidos del bloque conservador y los medios de información, la mayoría de los periodistas famosos, que ya dejen de estar con campañas negras en contra de nosotros, porque nada más se la pasan en eso. Programas de radio, los noticieros de radio, la televisión, los periódicos. Puro amarillismo. Están actuando como pasquines, como boletines del bloque conservador. Ya deberían de cambiar, ¿no? Porque además, son muy tendenciosos.",competencia,,Opposition
20650,"¿No sería oportuno que usted consultara con ellos, usted visitara Cherán, llevar a la Guardia Nacional y la gente de Cherán y sus comuneros nos dieran una explicación de cómo sí es posible contener a esos grupos, sin etiquetas partidistas, sin ideologías?",competencia,,Opposition
14324," No creo yo que el INE ni el tribunal prohíban o impidan que las organizaciones políticas lleven a cabo sus procesos para elegir a los dirigentes de los movimientos, del movimiento de transformación y del movimiento conservador.",competencia,,Opposition
14137,"No hay vuelos rasantes, no hay represión. Yo no soy Salinas, no soy Zedillo, no soy Fox, no soy Calderón; sí soy el comandante supremo de las Fuerzas Armadas, entonces nunca voy a dar la orden de reprimir al pueblo, nunca voy a dar la orden de masacrar al pueblo, de torturar a la gente, de violar derechos humanos.",competencia,,Opposition
16797,"¡Qué es eso de poner una alambrada! Además, invadiendo lo que corresponde a nuestro territorio. Es un acto de provocación, en busca de publicidad. Por eso hablo de propaganda, politiquería.",competencia,,Opposition
11495," Zepeda. ¿Hay uno como Zepeda en el Reforma, uno? Nadie. Bueno, no sé si ahora, porque por lo general como ya me los conozco ya no hace falta leerlos, pero no hay uno.",competencia,,Opposition
6625,"Te comentaba, decía los caballos, los mejores pícheres, que no sabían qué tirarle porque bateaba todo y, bueno, lo demostró.",competencia,,Opposition
1276,"Cuando uno tiene la razón y se lucha por una causa justa, se triunfa. Es la enseñanza de Tolstoi y de Gandhi, y de Mandela y de Luther King. ¿O es que ellos no son —porque eso es lo que se demuestra— partidarios de la no violencia? ¿Ellos no quieren la transformación? ¿No luchan por el humanismo? ¿Qué son, entonces? ¿Grupos como falanges del conservadurismo?",competencia,,Opposition
20182," No, no, tenemos que esperar que este ministro tan recto, honesto, justo… ¿Cómo se llama?",competencia,,Opposition
7508,"Y así como salí yo a defender al general Cienfuegos porque percibí que era una injusticia… En política se tiene que tener instinto certero, y a mí me ha funcionado eso. Entonces, así como salí a defender, de decir: A ver, tráiganme todo, está muy raro esto… Y, bueno, empezando porque no lo sabía el presidente. ¿Quién lo armó?",competencia,,Opposition
20621,"Entre 2013 y 2015, el gobierno de Peña erogó en producción audiovisual mil 711 millones de pesos, buena parte de ese dinero se destinó a empresas como a las de Ana María Olabuenaga o Pedro Torres, o hasta Carlos Alazraki, el odiador profesional de la Cuarta Transformación. La empresa Olabuenaga Chemistri se llevó en estos tres años 284 millones de pesos. Nada mal, ¿no?",competencia,,Opposition
14249,"Me decía alguien que, cuando estaba la campaña del Reforma la semana pasada, hubo una lluvia fuerte en Texas y se quedaron sin luz no sé cuántos días porque no tenían trabajadores.",competencia,,Opposition
8145,"Entonces, qué bueno que estamos viviendo todo esto, porque ya no hay simulación. Antes se hablaba de división de poderes, pero el poder de los poderes era el presidente, era el Ejecutivo, el Poder Legislativo y el Poder Judicial estaban subordinados, eran apéndices.",competencia,,Opposition
15483,"No, no. Despachos de aquí de la Ciudad de México, de las Lomas y de Polanco, y de Claudio, eran los que promovían los amparos.",competencia,,Opposition
689,"La gente quisiera saber, y eso lo podrían hacer los medios, los periódicos, la radio, las televisoras. Imagínense darle seguimiento a todo el juicio de García Luna, cuántos involucrados en este juicio en Estados Unidos.",competencia,,Opposition
17241,"Pero a lo que voy es: de que entregué la documentación a Claudio X González para que ellos investigaran y resulta que, en vez de investigar, ahora son los defensores y me están acusando a mí.",competencia,,Opposition
10188,"Tenemos diferencias con ellos, pero eso es otro asunto, ese es otro cantar; en el caso de la venta o compra del banco no hay problema.",competencia,,Opposition
10575,"Ah, pero como ahora fue al señor Larrea pegaron el grito en el cielo, ¿no? y, la desinformación, la manipulación. ¿Quiénes? Pues Loret de Mola y Ciro, López-Dóriga y etcétera, etcétera, etcétera, muchísimos.",competencia,,Opposition
18334," Ah, Aguilar Camín se entiende porque eran los que mantenían el negocio de los libros de texto, porque en esto de los libros de texto lo que está detrás… O sea, hay una parte ideológica que tiene que ver con el pensamiento conservador, que viene también de tiempo atrás. Ya hemos hablado aquí de cómo se opusieron los conservadores, el PAN, cuando el presidente López Mateos decidió entregar los libros de texto gratuitos a finales de los años 50 y principio de los 60 del siglo pasado, había manifestaciones, y también estados que decían: ‘Aquí no los vamos a distribuir’; lo mismo, se repite, pero esa es una parte.",competencia,,Opposition
4405,"Y desde luego que lo de la manifestación de ayer y otras que vendrán pues se encuadran en este propósito de enfrentarnos, porque no quieren la transformación del país, quieren seguir robando, quieren regresar por sus fueros, quieren seguir manteniendo en la marginación y el olvido a la mayoría de los mexicanos, empobreciéndolos.",competencia,,Opposition
10459,"‘¡Mienten! Por mí, que vendan Avon: Ana Guevara’ Sí, lo dijo, pero están ahí, a la caza del gazapo, o sea, buscando las podridas.",competencia,,Opposition
18267,"Muy bien. Van a continuar los diálogos circulares sobre los libros de texto, porque es muy interesante que se conozca libro por libro, que se conozcan los contenidos, que se vaya poniendo al descubierto lo mentiroso, lo cretino que son los conservadores, cómo son capaces de calumniar, de mentir, todo en función de sus intereses, sus privilegios y también por su ideología conservadora, clasista, racista.",competencia,,Opposition
3540," No, no, no, pero tú lo planteas así y lo agarran los camajanes y le dan la vuelta, pues.",competencia,,Opposition
12114,"No podríamos sostener un movimiento de esta naturaleza sin un pueblo consciente teniendo todo el aparato del Estado, todo el gobierno en contra, la mayor parte de los medios de comunicación, aunque, desde luego…",competencia,,Opposition
11406,"Entonces, no podemos, por convicción, por nuestro humanismo, llevar a cabo esa otra política. Respetamos a cada quien. Hay países en donde existe la pena de muerte, nosotros estamos en contra de eso, por ejemplo.",competencia,,Opposition
14171,"Desde luego, ¿pues quién no quisiera ser dirigente del movimiento de transformación nacional?, que es un movimiento muy importante por lo que representa, es la esperanza de los mexicanos, de millones de mexicanos, sobre todo de la gente más humilde, de la gente pobre, es el desterrar la corrupción, establecer una nueva política para mucho tiempo.",competencia,,Opposition
11132,"Todavía, cuando el finado Hank, que hicieron los ejes viales en la ciudad, hubo muchísimas expropiaciones, pero eran otros tiempos, el Poder Judicial era un apéndice el Ejecutivo y no prosperó ningún amparo, y se llevaron casas y vecindades.",competencia,,Opposition
17447,"Entonces, a lo mejor eso no le gusta, como muchas otras cosas, a nuestros adversarios, pero, bueno, les ofrecemos disculpas por, como se dice, por las obras que estamos realizando, ya sabemos que no les gustan muchas cosas, casi nada de lo que hacemos, pero tenemos el derecho a la defensa, a la réplica, a informar, y eso es lo que se está haciendo.",competencia,,Opposition
18274,"Y digo esto porque hay que ir entendiendo por qué es la molestia, el malestar y todas estas campañas sucias del bloque conservador y sus medios de manipulación, con sus voceros, que hasta los ponen en una situación lamentable porque los hacen que hagan el ridículo. Dan pena ajena.",competencia,,Opposition
20722,"También, presidente, algunos usuarios de negocios y de comercios han mostrado inconformidad ahí también en Hermosillo porque les han llegado muy elevados, ellos consideran que están más elevados los recibos de la luz que otros años. Bueno, también hay que recordar que ha sido este año el… Ha habido más calor. Entonces, va a haber una marcha que están convocando los usuarios.",competencia,,Opposition
10410,"Pero no es él, insisto, son millones, es el pensamiento conservador muy autoritario. Y así andan de irritados, de molestos, cuando deberían de estar contentos. Ahí está el caso de la gente de los pueblos de México, que están felices, es donde hay más felicidad.",competencia,,Opposition
3222,"Y quien la entrevista, como tú mismo lo estás señalando, León Krauze, pues es enemigo de nosotros, adversario, pues, para no exagerar. Son de los que están molestos porque eran los predilectos del régimen anterior, del antiguo régimen, entonces todo lo que reportan, todas sus entrevistas —como sucede en México con la mayoría de los medios, ayer hablamos de eso— es en contra de nosotros.",competencia,,Opposition
5460,"Rafael Cardona, El Cristalazo, 16 millones. A este lo pueden escuchar con mucha objetividad, con mucho profesionalismo con el otro dirigente de los medios o coordinador de los medios, Pepe Cárdenas, que gritan en contra nuestra como pregoneros.",competencia,,Opposition
10705,"Un candidato que estos, que hay como arroz, los candidatos del bloque conservador, uno dijo que sus primeras acciones iban a ser comprar un avión presidencial. Van muy bien, o sea, ahí la llevan.",competencia,,Opposition
10064,"INTERLOCUTOR: Presidente, siguiendo el tema electoral, el viernes pasado la oposición ya presentó algunas denuncias ante el INE, lo señalan a usted de haber promovido el voto para Morena en la mañanera, por lo que señalan que se utilizaron recursos públicos.",competencia,,Opposition
3792,"Ayer, antier le hace una entrevista al expresidente Calderón y yo pensaba: Va a hablar el expresidente Calderón del caso de García Luna o le van a preguntar en el Reforma sobre el caso de García Luna. Nada, cuidándolo. Y es toda la revista. Krauze. Ve uno los artículos, todos convocando a la marcha para el día 16.",competencia,,Opposition
16291,"Imagínense lo que significa más de 100 días informando que Peña Nieto iba por las nubes, lo que implica de propaganda, de manipulación. ¿Y ustedes creen que no sabían lo que estaban haciendo? Claro que sí, fue una estrategia perversa para beneficiar a un candidato y a un partido.",competencia,,Opposition
17017," No, es que no corresponde al jefe de Gobierno, es un asunto nuestro y de la comisión encargada.",competencia,,Opposition
2575," Eso, sí. Y al final puro cuento, más de lo mismo, y algunos dicen que peor, porque metió a todos los salinistas, al secretario de Hacienda que nombró había estado de subsecretario de Hacienda con Salinas, Gil Díaz. O sea, los mismos, la misma cosa, como se dice coloquialmente: la misma gata, nada más que revolcada. Eso más sutilmente, suavemente se le llama gatopardismo, eso que consiste en que todas las cosas cambian o que las cosas cambian para seguir igual.",competencia,,Opposition
6701," Los del Poder Judicial lo mismo. Pero, imagínense, establecemos relaciones de complicidad con jueces, con magistrados, con ministros, no pues ya no tendríamos autoridad moral.",competencia,,Opposition
15764,"Es que no me encontraste lo de los tres. Es que lo que pasa es que Jesús no quiere que me insulten o que pasemos aquí insultos, pero es que, de veras, los pinta como son, de cuerpo entero. El que me insulta y me mienta la madre, así como Aguilar Camín, es este señor que fue secretario del Trabajo con Calderón. ¿O no fue con Calderón? Sí, sí, sí, fue aquel de… El que desapareció Luz y Fuerza, y también —esto es para los jóvenes, a ver si algún día sacamos eso porque…— eso de ‘coopelas o cuello’. Pero el señor me insulta, así.",competencia,,Opposition
11625,"Pero esto que grupos, ¿no?, colectivos que están preocupados, no, es la derecha, es el conservadurismo.",competencia,,Opposition
16785,"Entonces, es una situación de un pequeño grupo muy perverso, fanáticos y con mucho odio. Y hay que ver si no están actuando por consigna, porque es muy extraño o sospechoso, o no es casual, de que hayan empezado hace una semana, creo que menos, desde el primer mensaje en Twitter.",competencia,,Opposition
16074,"Como es la candidata de los potentados del bloque conservador, de los corruptos —para que se entienda bien, de los que se habían dedicado a saquear a México, tardaron más de tres décadas saqueando al país, robando a manos llenas, y como se dio el cambio y se inició la transformación están que no los calienta ni el sol, ni el calor, y quieren regresar por sus fueros y han echado a andar toda una campaña en contra de nosotros, decía yo, única, sin precedente, algo que no se veía desde el tiempo en que la oligarquía y la prensa se lanzó en contra del presidente Madero hasta el golpe de Estado. Ahora son golpes mediáticos, pero influyen mucho.",competencia,,Opposition
13157,"Nada más en líneas ágatas, miren, todo esto es contra. Miren lo del PAN, y vean el tipo de nota, el contenido, y vean esto.",competencia,,Opposition
3827,"‘Hay que aprobar la reforma energética porque de esa manera va a bajar el precio de la luz, de las gasolinas’. Mentira, gasolinazos, incrementos en la luz, y así por el estilo. Y a la mayoría del pueblo nada, ignorada completamente.",competencia,,Opposition
11323,"Dice el abogado de García Luna que no puede llegar a México porque yo no se lo permito. Miente, nosotros no actuamos de manera arbitraria. Yo voy a presentar una denuncia en contra de él",competencia,,Opposition
20142,"‘No está Sarmiento. ¿A dónde está Sarmiento?’ ¿Qué estación es? Radio Mil. Cámbiale, vas a encontrarte a Zuckermann. ¿Dónde está Zuckermann?",competencia,,Opposition
1787," El Independiente, sí. Independiente, como los movimientos de los partidos, independientes del pueblo, no del poder.",competencia,,Opposition
11278,"Por eso no deben de dejar afuera a Lilly Téllez, ya la están queriendo hacer a un lado, y Lilly Téllez está muy bien posicionada en las encuestas, está en primer lugar. Además, es muy atractivo lo que propone, dice que si ella gana me va a meter a la cárcel. Entonces, como yo tengo mucha gente que simpatiza conmigo, pero también muchos malquerientes, pues va a tener muchos votos. Es buena candidata, que no la quieran marginar, es como para decir: Lilly, aguanta, el pueblo se levanta. Bueno, pero eso es otro asunto.",competencia,,Opposition
18003,"Pero yo creo que en sus iglesias los van a cuestionar sus pastores evangélicos, los sacerdotes católicos, sus hermanos de religión, porque, además de que están actuando con malos gobernantes y malos ciudadanos, están actuando también como malos cristianos.",competencia,,Opposition
17013,"Entonces, di la instrucción de que se vaya a fondo, y hemos avanzado y vamos a seguir adelante.",competencia,,Opposition
16,"No, si el INE sigue como está, es un peligro para la democracia, lo vimos en la elección pasada, cómo quitaron candidatos sin fundamento legal. Al candidato de Michoacán lo quitaron porque supuestamente no comprobó 30 mil pesos, o los comprobó a destiempo.",competencia,competencia,Opposition
96,"¿Quién mandaba cuando Echeverría mandaba a los ministros de la Corte o López Portillo, con Miguel de Madrid, con Salinas? ¿Eran independientes con Zedillo? Bueno, Zedillo los desapareció, hizo una reforma. ¿Con Fox, con Calderón?",competencia,competencia,Opposition
6712,"Para el conservadurismo la Revolución no sirvió, era mejor Porfirio Díaz. Don Jesús Silva-Herzog decía: ‘Insensatos quienes piensan que era mejor el gobierno de Porfirio Díaz’, porque que el conservadurismo… Bueno, si por eso surgió el PAN para oponerse a la política popular y patriótica del general Cárdenas.",competencia,,Opposition
5808,"A veces son más prudentes los de la cúpula, los de arriba, que los achichincles, esos son los que se sienten más ofendidos. Porque los de arriba, de mero arriba lo único que les preocupa es: ‘A ver, ¿estoy perdiendo dinero en mis negocios?, no, ya no estoy ganando lo que ganaba antes, pero sigo haciendo negocios y sigo obteniendo utilidades razonables’, entonces son más respetuosos, pero los segundones, los que están al servicio de los machuchones, son los más molestos e irritados, son como ciertos sectores de la clase media, aspiracionistas, o los ladinos que abandonan sus orígenes, reniegan de sus orígenes y se transforman, a veces se vuelven hasta los más soberbios en contra de su clase y de los de sus culturas.",competencia,,Opposition
2477,"Hay hasta tesis, jurisprudencia, de que cuando no se aprueba el presupuesto o no se pública por el Ejecutivo se puede gobernar con el presupuesto anterior.",competencia,,Opposition
12746,"Por ejemplo, con un oportunismo ramplón, hay la elección del 12 y Fox no vota por la candidata de su partido, no llama a votar por la candidata del PAN, Josefina Vázquez Mota, llama a votar por Peña Nieto. Eso es lo que los tiene muy debilitados políticamente.",competencia,,Opposition
18149,"También, algunos estados se manifestaron en contra, casi son los mismos y las mismas organizaciones de derecha, muy conservadores. ahora acompañados por los medios de manipulación que están en contra de nosotros y de la transformación del país.",competencia,,Opposition
19526,"Ayer me estaba comentando una persona que estaba iniciando López-Dóriga en su noticiero y los titulares en contra, y dijo: ‘No, no, no, para nada’, y le cambia y pone a Denise, que está en Fórmula, porque… Pero es a la misma hora, ¿o no?",competencia,,Opposition
16195,"Estaba yo viendo unas estadísticas, porque estoy pendiente: si se incrementa el consumo en México, se nos podría muy difícil la situación, porque eso sí es complejo, no es fácil enfrentar el problema de la drogadicción si hay demanda. Un poco lo que lamentablemente les pasa en Estados Unidos, que existe la demanda, por eso tristemente pierden la vida 120 mil jóvenes al año por fentanilo.",competencia,,Opposition
1014,"Entonces, ¿para qué lo espectacular? No, mejor vamos a que no se repitan las cosas, la no repetición.",competencia,,Opposition
10380," Entonces, no creo yo que haya inestabilidad, y además no lo deseo. Ojalá y los hermanos ecuatorianos puedan resolver esto así, con este procedimiento. Si se va a convocar a nuevas elecciones, pues que participen todas las fuerzas políticas.",competencia,,Opposition
1987,"Y volvemos a lo mismo, no ven, no oyen, no hablan, son como floreros, están como de adorno. Esas son instituciones que requieren una renovación tajante en cuanto a sus funciones.",competencia,,Opposition
20525,"‘Siempre me he conducido conforme a derecho y respeto a las instituciones de este país, y desde luego a la investidura presidencial. Por ello, señor presidente, basta de falsas acusaciones a mi persona.’",competencia,,Opposition
4918,"Cuando ella aspira a ser presidente de la Corte, vienen las elecciones en la Corte y creo que un mes antes, o menos, Sheridan, del grupo de intelectuales orgánicos manejados por Krauze, suelta, ¿no?, de acuerdo con otros, a lo mejor sus rivales, los que consideraban de que podían perder y que de esa manera hacían a un lado a la candidata, y se suben todos, se vuelven paladines de la honestidad, en contra del plagio, del robo. Entonces, así está ese asunto, o sea, muy manejado de acuerdo a intereses.",competencia,,Opposition
15261,"Lo importante ahora es que se tienen servidores públicos honestos, que no habían antes. No es lo mismo Zoé Robledo en el IMSS que el concuño de Salinas.",competencia,,Opposition
11361,"Pues resulta que pasa el tiempo y terminan aliados. Fujimori, Vargas Llosa apoya en esta última elección a la hija de Fujimori. O sea, para que vean lo consecuentes que son, la honestidad de esta gente.",competencia,,Opposition
16354,"No, ya están enseñando el cobre, y qué bueno, ¿eh?, qué bueno porque hacía mucho daño la simulación. Hay muchos que les gusta, que es una especie de masoquismo el que los estén engañando, les estén robando, humillando incluso, les gusta eso, pero hay otros que no, que sí reaccionan, nada más que no se daban cuenta porque imperaba la simulación.",competencia,,Opposition
16865,"Pero nosotros no nos metemos en nada, absolutamente, nunca, ni cuando estábamos en la oposición, nunca.",competencia,,Opposition
977,"‘Hicieron una hora desde el AIFA hasta Polanco, a pesar de ir a toda velocidad’. Ese coche, como él le llama, no puede ir a mucha velocidad, con la vialidad despejada sí, pero no puede ir a mucha velocidad, va despacio, porque pesa mucho el coche.",competencia,,Opposition
13732,"Para los jóvenes, porque esto fue en el 2003, 2004, hubo manifestaciones de más de un millón de personas, estábamos en el Zócalo y todavía había contingentes en el Ángel; entonces, tuvieron que dar marcha atrás. Pero se habían puesto de acuerdo PRI y PAN, el coordinador era Chuayffet del PRI, y no sé quién del PAN.",competencia,,Opposition
19376,"Y también nos ayuda mucho que nuestros adversarios, los del bloque conservador, son muy elementales. Por ejemplo, lo de ayer, —tú estabas aquí— imagínate, inventar de que yo me burlé. No lo he hecho nunca, ni lo haré, nunca en la vida. ¡Cómo me voy a burlar del dolor humano! Nunca le he dado la espalda al que sufre, jamás.",competencia,,Opposition
17363," Ah, sí, sí porque se les dijo de que no era cierto y ellos pidieron ir, y fueron y constataron que no es cierto, y qué bueno que ya lo sacaron.",competencia,,Opposition
13515,"Entonces, ¿qué está haciendo México?, ¿y qué va a hacer para no llegar al panel?",competencia,,Opposition
5374,"Y si continúan con esa actitud, vamos a estar insistiendo de que ni un voto de mexicanos, de hispanos, de los que quieren su patria, recordando aquello de Blades de que el que no quiere a su patria, no quiere a su madre, ni un voto a los republicanos.",competencia,,Opposition
12306,"Si fuese yo corrupto, ¿cómo voy a hablar de…? ¿O cómo voy a decir que Loret de Mola está enriquecido? Que no me contesta, que le estoy haciendo una propuesta de cambalache, que cambiamos lo que yo tengo con lo que él tiene, aunque me va a doler mucho dejar allá la quinta de Palenque, pero ya dije que a la quinta que él tiene es como tres veces más grande el terreno en Valle de Bravo, le voy a poner la quinta ‘el carajo’ o ‘al carajo’.",competencia,,Opposition
7458,"Entonces, llena de desesperación, como no les funcionan sus estrategias, muy perversas, por cierto, inmorales, pues ahora se van por lo más directo y descarado, ¿no? Que desaparezca la mañanera.",competencia,,Opposition
7689,"Que fue una hazaña porque cancelaron —fíjense la perversidad de los magistrados— cancelan la candidatura 15 días antes de la elección y le quitan la candidatura a Clara y se la dan a la otra señora, a la que quería ser y la que tenía las influencias con los de arriba, con los que mandaban, que son los que influyen para que los magistrados hagan todo ese enjuague, y se esperan 15 días, ya cuando las boletas están impresas, y ya viene el nombre de Clara en la boleta.",competencia,,Opposition
2270,"Bueno, hoy es miércoles y vamos a la sección de ‘Quién es quién en las mentiras de la semana’. Hay que reiterar que es una síntesis del resumen sobre lo que se da a conocer todos los días en los medios de información que están decididos a hacernos la guerra sucia, a estar en contra. No a ser un periodismo objetivo, profesional, analítico, crítico, con argumentos, sino a atacar, calumniar, con honrosas excepciones desde luego, pero eso, excepciones honrosas, es la excepción, no es la regla.",competencia,,Opposition
21283,"Y sobre todo no es el cargo lo importante, sino el encargo, el proyecto. Ni modo que se le va a ayudar al bloque conservador corrupto. ¿Qué es eso?",competencia,,Opposition
19662,"Y se creó la Comisión de Libros de Texto, en ese entonces era secretario de Educación Torres Bodet y presidente Adolfo López Mateos, y decidieron poner de director de la Comisión de Libros de Texto a Martín Luis Guzmán, un gran escritor, de mucho prestigio. Y se creó una comisión con ese propósito. Pero cuando se elaboraron los libros y se empezaron a distribuir hubo manifestaciones, en aquel entonces del PAN, en contra de los libros de texto.",competencia,,Opposition
7511,"Y Fox también, porque Fox acaba de declarar de que no está de acuerdo con el juicio. ¿Por qué no defienden a quien ellos consideran que es una víctima y de que está injustamente enjuiciado y que utilizaron testigos protegidos que son crimínales y todo lo que dicen, y que no hay pruebas, que no hay pruebas? Calderón dijo: ‘Me sorprendió que no presentaron ni una sola prueba’.",competencia,,Opposition
15843," Sí. Es que ya cambió todo, es que ya saben que no podemos nosotros dejar estas cosas pendientes.",competencia,,Opposition
8672,"Bueno, y lo otro que no quieren aceptar es que hay una mayoría. No hay mayoría calificada, que es lo que se necesita para hacer una reforma constitucional, pero sí hay mayoría simple, la mitad más uno, que es lo que se requiere para reformar una ley. Entonces, ¿dónde está la ilegalidad?",competencia,,Opposition
17650,"Sin embargo, son instituciones que vienen de tiempo atrás con muchos vicios. No se trata nada más de la fiscalía, así está el Poder Judicial, bueno, lo hemos dicho muchas veces, jueces, magistrados, ministros; pero también el Ejecutivo, que hemos ido avanzando en limpiarlo, en purificarlo, pero nos ha costado y lleva tiempo.",competencia,,Opposition
18089,"Es lo único, pero no censura, no decirles a los dueños, que son los que los contratan, decirles: A ver, vamos a ponernos de acuerdo, vamos a tener un buen convenio de publicidad, te vas a rayar, pero, o le dices que se modere o que busque trabajo en otras partes. Nunca, jamás; nunca, jamás.",competencia,,Opposition
13721," Quedó un compañero, Juan Raymundo Hernández, y de ahí nos vamos. Y como siempre van a ser primeras filas porque es sorteo, si corresponde a alguien de primera fila que ya preguntó hace, bueno, hace una semana o de una semana para acá, pues que…",competencia,,Opposition
20959,"Entonces, agarraba a Santiago: ‘¿Qué esperas, Santiago?’ Y lo mismo seguramente con la señora Beatriz. Un desfigure completo. El presidente del PRI diciendo: ‘Ya, ni modo, Beatriz, nos ganaron’.",competencia,,Opposition
4607,"No es de que allá en el Departamento de Estado de repente escucharon lo que les mandó a decir Claudio X. González o Krauze o Castañeda, no. Y, ‘a ver, un comunicado a favor de la marcha, y está en riesgo la democracia en México por una ley secundaria’. Dan pena ajena, es ridículo. Ojalá y leyeran lo que contiene la ley electoral, ojalá.",competencia,,Opposition
8661,"Que, por cierto, va a venir creo que pasado mañana la directora del Conacyt para explicar en qué consistió la reforma. Pero como ya estaban manipulando, que ‘ya va a desaparecer el Conacyt’, es importante que informaran y que dejarán ahí la pijamada pero unos 15 días, un mes, para que vieran lo que se siente.",competencia,,Opposition
14330,"Entonces, ojalá y eso pues aquí no se vuelva a presentar, que le dejen al pueblo que elija, que respeten a los ciudadanos. ¿Por qué las cúpulas van a decidir, la llamada clase política, con sus enjuagues arriba deciden por el pueblo?, violando la Constitución, porque la Constitución nos da el derecho a votar, a ser votados, todos tenemos ese derecho siempre y cuando no haya expresamente una prohibición. Por ejemplo, la reelección, eso no se puede, o se puede nada más en el caso de legisladores y creo que también de presidentes municipales, eso lo aprobaron los conservadores, lo aprobaron, lo de la reelección. Entonces, adelante.",competencia,,Opposition
